Name,Pos,Team,Year,Games Plyd,Rush,Rush Yards,Rush TD,Target,Catch,Catch yards,Catch TD,Pass,Complete,Pass Yards,Pass TD,Int,Fum
"Smith, Alfonso",RB,ARI,2010,1,,,,,,,,,,,,,
"Smith, Alphonso",RB,ARI,2011,15,30,102,1,5,3,21,,,,,,,
"Smith, Antone",RB,ATL,2010,9,1,-3,,1,,,,,,,,,
"Smith, Armond",RB,CLE,2011,3,3,2,,1,0,0,,,,,,,
"Smith, Brad",WR,NYJ,2009,13,18,207,1,12,7,63,,,,,,,
"Smith, Brad",WR,NYJ,2010,16,38,299,1,7,4,44,,,,,,,1
"Smith, Brad",WR,BUF,2011,15,20,87,1,42,23,240,1,,,,,,1
"Smith, Clifton",RB,TB,2009,11,4,7,,5,2,4,,,,,,1,
"Smith, Clifton",RB,MIA,2010,4,,,,,,,,,,,,,
"Smith, Kevin",RB,DET,2009,13,217,747,4,57,41,415,1,,,,,2,
"Smith, Kevin",RB,DET,2010,6,34,133,,16,11,123,,,,,,,
"Smith, Kevin",RB,DET,2011,7,72,356,4,28,22,179,3,,,,,1,
"Smith, Kolby",RB,KC,2009,4,15,33,,2,2,9,,,,,,,
"Smith, L.J.",TE,BAL,2009,12,,,,3,2,31,,,,,,,
"Smith, Lee",TE,BUF,2011,10,,,,4,4,11,,,,,,,
"Smith, Marcus",WR,BAL,2010,14,,,,,,,,,,,,,
"Smith, Rusty",QB,TEN,2010,2,,,,,,,,40,20,200,,4,
"Smith, Steve",WR,CAR,2009,15,5,22,,128,65,982,7,,,,,,
"Smith, Steve",WR,NYG,2009,16,,,,157,107,1220,7,,,,,,
"Smith, Steve",WR,NYG,2010,9,,,,75,48,529,3,,,,,,
"Smith, Steve",WR,CAR,2010,14,1,9,,99,46,554,2,,,,,,2
"Smith, Steve",WR,CAR,2011,16,6,56,,129,79,1394,7,,,,,2,
"Smith, Steve",WR,PHI,2011,9,,,,21,11,124,1,,,,,,
"Smith, Taj",WR,IND,2010,5,,,,,,,,,,,,,
"Smith, Terrelle",RB,DET,2009,8,,,,4,2,7,,,,,,,
"Smith, Torrey",WR,BAL,2011,16,4,39,,95,50,841,7,,,,,,
"Smith, Troy",QB,BAL,2009,4,8,31,1,,,,,9,5,24,,,1
"Smith, Troy",QB,SF,2010,6,23,121,1,,,,,145,73,1176,5,4,
"Snelling, Jason",RB,ATL,2009,14,142,613,4,39,30,259,1,,,,,1,
"Snelling, Jason",RB,ATL,2010,14,87,324,2,51,44,303,3,,,,,,
"Snelling, Jason",RB,ATL,2011,15,44,151,,33,26,179,1,,,,,,
"Snow, Justin",TE,IND,2009,16,,,,,,,,,,,,,
"Snow, Justin",TE,IND,2010,16,,,,,,,,,,,,,
"Sorgi, Jim",QB,IND,2009,1,,,,,,,,,,,,,
"Spach, Stephen",TE,ARI,2009,7,,,,10,4,38,,,,,,,
"Spach, Stephen",TE,ARI,2010,15,,,,17,7,40,,,,,,,
"Spach, Stephen",TE,STL,2011,10,,,,3,2,2,,,,,,,
"Spaeth, Matt",TE,PIT,2009,16,,,,7,5,25,1,,,,,,
"Spaeth, Matt",TE,PIT,2010,14,,,,18,9,80,1,,,,,,
"Spaeth, Matt",TE,CHI,2011,15,,,,11,7,50,2,,,,,,
"Sperry, Kory",TE,MIA,2009,8,,,,6,3,31,1,,,,,,
"Sperry, Kory",TE,SD,2010,7,,,,4,4,73,,,,,,,
"Sperry, Kory",TE,SDC,2011,16,,,,5,1,32,,,,,,,
"Spiller, C.J.",RB,BUF,2010,14,74,283,,32,24,157,1,,,,,,1
"Spiller, C.J.",RB,BUF,2011,16,107,561,4,53,39,269,2,,,,,,
"Sproles, Darren",RB,SD,2009,16,93,343,3,57,45,497,4,,,,,,
"Sproles, Darren",RB,SD,2010,16,50,267,,75,59,520,2,,,,,,1
"Sproles, Darren",RB,NOS,2011,16,87,603,2,111,86,710,7,,,,,,
"Spurlock, Micheal",WR,SF,2009,6,1,3,,,,,,,,,,,
"Spurlock, Micheal",WR,TB,2010,16,,,,33,17,250,2,,,,,,
"St. Louis, Brad",TE,CIN,2009,5,,,,,,,,,,,,,
"St. Pierre, Brian",QB,ARI,2009,1,1,2,,,,,,4,2,12,1,,1
"St. Pierre, Brian",QB,CAR,2010,1,,,,,,,,28,13,173,1,2,
"Stafford, Matthew",QB,DET,2009,10,20,108,2,,,,,377,201,2267,13,1,20
"Stafford, Matthew",QB,DET,2010,3,4,11,1,,,,,96,57,535,6,1,1
"Stafford, Matthew",QB,DET,2011,16,22,78,,,,,,663,421,5038,41,1,16
"Stallworth, Donte",WR,WAS,2011,11,2,1,,38,22,309,2,,,,,,
"Stallworth, Donte'",WR,BAL,2010,8,5,45,,5,2,82,,,,,,,1
"Stanback, Isaiah",WR,NE,2009,6,,,,7,3,22,,,,,,,
"Standeford, John",WR,DET,2009,2,,,,3,1,5,,,,,,,
"Stanley, Derek",WR,STL,2009,2,,,,,,,,,,,,,
"Stanton, Drew",QB,DET,2009,3,9,33,1,,,,,51,26,259,,1,6
"Stanton, Drew",QB,DET,2010,6,18,113,1,,,,,119,69,780,4,3,1
"Starks, James",RB,GB,2010,3,29,101,,4,2,15,,,,,,,
"Starks, James",RB,GBP,2011,13,133,578,1,37,29,216,,,,,,1,
"Stecker, Aaron",RB,ATL,2009,9,5,15,,5,5,34,,,,,,,
"Stephens-Howling, LaRod",RB,ARI,2009,16,6,15,,18,10,83,1,,,,,1,
"Stephens-Howling, LaRod",RB,ARI,2010,13,23,113,1,23,16,111,,,,,,,
"Stephens-Howling, LaRod",RB,ARI,2011,14,43,167,,17,13,234,2,,,,,,
"Stevens, Craig",TE,TEN,2009,12,,,,1,,,,,,,,,
"Stevens, Craig",TE,TEN,2010,15,,,,23,11,122,2,,,,,,
"Stevens, Craig",TE,TEN,2011,15,,,,14,9,166,1,,,,,,
"Stevens, Jerramy",TE,TB,2009,16,,,,32,15,130,1,,,,,,
"Stevens, Jerramy",TE,TB,2010,5,,,,5,3,43,,,,,,,
"Stewart, Jonathan",RB,CAR,2009,16,221,1133,10,26,18,139,1,,,,,2,
"Stewart, Jonathan",RB,CAR,2010,14,178,770,2,14,8,103,1,,,,,,4
"Stewart, Jonathan",RB,CAR,2011,16,142,761,4,61,47,413,1,,,,,,
"Stewart, Tony",TE,OAK,2009,15,,,,14,10,78,,,,,,,
"Stocker, Luke",TE,TBB,2011,14,,,,17,12,92,,,,,,,
"Stokley, Brandon",WR,DEN,2009,16,,,,33,19,327,4,,,,,,
"Stokley, Brandon",WR,SEA,2010,11,,,,43,31,354,,,,,,,
"Stokley, Brandon",WR,NYG,2011,2,,,,3,1,7,,,,,,,
"Stovall, Maurice",WR,TB,2009,15,,,,46,24,366,1,,,,,,
"Stovall, Maurice",WR,TB,2010,12,,,,9,7,81,1,,,,,,
"Stovall, Maurice",WR,DET,2011,15,,,,4,1,8,,,,,,,
"Stroughter, Sammie",WR,TB,2009,13,,,,58,31,334,1,,,,,,
"Stroughter, Sammie",WR,TB,2010,12,1,2,,40,24,239,,,,,,,
"Stroughter, Sammie",WR,TBB,2011,6,,,,7,4,52,,,,,,1,
"Stuckey, Chansi",WR,NYJ,2009,15,2,6,,64,30,318,2,,,,,,
"Stuckey, Chansi",WR,CLE,2010,16,3,9,1,63,40,346,,,,,,,1
"Stuckey, Chansi",WR,ARI,2011,9,,,,8,4,39,,,,,,1,
"Stupar, Jonathan",TE,BUF,2009,14,,,,11,6,40,,,,,,,
"Stupar, Jonathan",TE,BUF,2010,16,,,,13,12,111,,,,,,,
"Summers, Frank",RB,PIT,2009,2,,,,,,,,,,,,,
"Sutton, Tyrell",RB,CAR,2009,7,12,68,,11,6,62,,,,,,,
"Sutton, Tyrell",RB,CAR,2010,9,13,71,,12,12,70,,,,,,,
"Swain, Brett",WR,GB,2009,6,,,,1,,,,,,,,,
"Swain, Brett",WR,GB,2010,16,,,,9,6,72,,,,,,,
"Swain, Brett",WR,SFO,2011,5,,,,7,2,15,,,,,,,
"Sweed, Limas",WR,PIT,2009,9,,,,5,1,5,,,,,,,
"Tahi, Naufahu",RB,MIN,2009,15,3,5,,12,10,67,1,,,,,,
"Tahi, Naufahu",RB,MIN,2010,15,1,1,,6,6,39,1,,,,,,
"Tamme, Jacob",TE,IND,2009,16,,,,10,3,35,,,,,,,
"Tamme, Jacob",TE,IND,2010,16,,,,93,67,631,4,,,,,,
"Tamme, Jacob",TE,IND,2011,16,,,,31,19,177,1,,,,,,
"Tanner, Phillip",RB,DAL,2011,9,22,76,1,2,2,19,,,,,,,
"Tate, Ben",RB,HOU,2011,15,175,942,4,19,13,98,,,,,,3,
"Tate, Brandon",WR,NE,2009,2,1,11,,2,,,,,,,,,
"Tate, Brandon",WR,NE,2010,16,5,62,,46,24,432,3,,,,,,1
"Tate, Golden",WR,SEA,2010,11,2,4,,39,21,227,,,,,,,
"Tate, Golden",WR,SEA,2011,16,5,14,,58,35,382,3,,,,,,
"Taylor, Chester",RB,MIN,2009,16,94,338,1,59,44,389,1,,,,,,
"Taylor, Chester",RB,CHI,2010,16,112,267,3,26,20,139,,,,,,,
"Taylor, Chester",RB,ARI,2011,12,20,77,1,24,14,91,,,,,,,
"Taylor, Fred",RB,NE,2009,6,63,269,4,3,2,17,,,,,,1,
"Taylor, Fred",RB,NE,2010,7,43,155,,3,2,6,,,,,,,
"Taylor, Ryan",TE,GBP,2011,15,,,,1,1,4,1,,,,,,
"Taylor, Tyrod",QB,BAL,2011,3,1,2,,,,,,1,1,18,,,
"Tebow, Tim",QB,DEN,2010,9,43,227,6,,,,,82,41,654,5,3,
"Tebow, Tim",QB,DEN,2011,14,122,660,6,,,,,271,126,1729,12,6,6
"Thigpen, Tyler",QB,KC,2009,2,2,3,,,,,,8,4,83,1,,2
"Thigpen, Tyler",QB,MIA,2010,5,13,73,,,,,,62,33,435,2,2,
"Thigpen, Tyler",QB,BUF,2011,3,1,8,,,,,,8,3,25,,,1
"Thomas, Daniel",RB,MIA,2011,13,165,581,,16,12,72,1,,,,,1,
"Thomas, David",TE,NO,2009,15,,,,49,35,356,1,,,,,,
"Thomas, David",TE,NO,2010,13,,,,46,30,219,2,,,,,,
"Thomas, David",TE,NOS,2011,5,,,,9,5,16,,,,,,,
"Thomas, Demaryius",WR,DEN,2010,10,2,1,,39,22,283,2,,,,,,1
"Thomas, Demaryius",WR,DEN,2011,11,1,5,,70,32,551,4,,,,,,
"Thomas, Devin",WR,WAS,2009,14,3,-2,,47,25,325,3,,,,,,
"Thomas, Devin",WR,WAS,2010,9,,,,1,,,,,,,,,
"Thomas, Devin",WR,NYG,2011,16,,,,3,3,37,,,,,,,
"Thomas, Julius",TE,DEN,2011,5,,,,7,1,5,,,,,,,
"Thomas, Mike",WR,JAC,2009,14,12,86,,62,48,453,1,,,,,,
"Thomas, Mike",WR,JAC,2010,16,12,114,,101,66,820,4,,,,,,
"Thomas, Mike",WR,JAC,2011,15,3,11,,91,44,415,1,,,,,,
"Thomas, Pierre",RB,NO,2009,14,147,793,6,45,39,302,2,,,,,1,
"Thomas, Pierre",RB,NO,2010,6,83,269,2,29,29,201,,,,,,,
"Thomas, Pierre",RB,NOS,2011,16,110,562,5,59,50,425,1,,,,,1,
"Tolbert, Michael",RB,SDC,2011,15,121,490,8,79,54,433,2,,,,,1,
"Tolbert, Mike",RB,SD,2009,16,25,148,1,22,17,192,3,,,,,,
"Tolbert, Mike",RB,SD,2010,15,182,735,11,29,25,216,,,,,,,3
"Tomlinson, LaDainian",RB,SD,2009,14,223,730,12,30,20,154,,,,,,2,
"Tomlinson, LaDainian",RB,NYJ,2010,15,219,914,6,79,52,368,,,,,,,
"Tomlinson, LaDainian",RB,NYJ,2011,14,75,280,1,62,42,449,2,,,,,,
"Tonga, Manase",RB,OAK,2011,11,1,12,,4,3,18,,,,,,,
"Torain, Ryan",RB,WAS,2010,10,164,742,4,27,18,125,2,,,,,,1
"Torain, Ryan",RB,WAS,2011,9,59,200,1,8,6,23,,,,,,,
"Toston, Keith",RB,STL,2010,16,19,54,,2,2,29,,,,,,,
"Townsel, Derrick",WR,HOU,2010,1,,,,,,,,,,,,,
"Tucker, Verran",WR,KC,2010,11,,,,19,6,114,1,,,,,,
"Turner, Michael",RB,ATL,2009,11,178,871,10,7,5,35,,,,,,2,
"Turner, Michael",RB,ATL,2010,16,334,1371,12,20,12,85,,,,,,,2
"Turner, Michael",RB,ATL,2011,16,301,1340,11,26,17,168,,,,,,2,
"Turner, Patrick",WR,MIA,2009,2,,,,,,,,,,,,,
"Turner, Patrick",WR,NYJ,2010,5,,,,2,2,26,,,,,,,
"Turner, Patrick",WR,NYJ,2011,15,,,,15,8,96,1,,,,,,
"Tyree, David",WR,BAL,2009,10,,,,,,,,,,,,,
"Underwood, Tiquan",WR,JAC,2009,3,,,,,,,,,,,,,
"Underwood, Tiquan",WR,JAC,2010,10,,,,22,8,111,,,,,,,
"Underwood, Tiquan",WR,NEP,2011,5,,,,6,3,30,,,,,,,
"Urban, Jerheme",WR,ARI,2009,10,,,,29,18,186,,,,,,,
"Urban, Jerheme",WR,KCC,2011,6,1,7,,13,4,35,1,,,,,,
"Vaughan, Josh",RB,CAR,2010,3,3,7,1,,,,,,,,,,
"Vaughan, Josh",RB,CAR,2011,7,7,24,,,,,,,,,,,
"Vereen, Shane",RB,NEP,2011,5,15,57,1,,,,,,,,,,
"Vick, Michael",QB,PHI,2009,12,24,95,2,,,,,13,6,86,1,,
"Vick, Michael",QB,PHI,2010,12,100,676,9,,,,,372,233,3018,21,6,3
"Vick, Michael",QB,PHI,2011,13,75,590,1,,,,,423,253,3303,18,4,14
"Vickers, Lawrence",RB,CLE,2009,16,,,,18,8,27,1,,,,,,
"Vickers, Lawrence",RB,CLE,2010,16,5,11,,9,4,15,,,,,,,
"Vickers, Lawrence",RB,HOU,2011,14,1,0,,8,4,29,,,,,,,
"Volek, Billy",QB,SD,2009,4,9,-9,,,,,,31,20,231,1,,1
"Volek, Billy",QB,SD,2010,3,6,-5,,,,,,1,1,8,,,
"Volek, Billy",QB,SDC,2011,2,5,-5,,,,,,,,,,,
"Wade, Bobby",WR,KC,2009,12,3,11,,74,36,367,2,,,,,,
"Walker, Delanie",TE,SF,2009,16,3,34,,33,21,233,,,,,,1,
"Walker, Delanie",TE,SF,2010,14,3,18,,45,29,331,,,,,,,1
"Walker, Delanie",TE,SFO,2011,15,3,5,,36,19,198,3,,,,,,
"Walker, Javon",WR,OAK,2009,3,,,,,,,,,,,,,
"Wallace, Mike",WR,PIT,2009,16,5,48,,72,39,756,6,,,,,1,
"Wallace, Mike",WR,PIT,2010,16,5,39,,99,60,1257,10,,,,,,
"Wallace, Mike",WR,PIT,2011,16,5,57,,114,72,1193,8,,,,,1,
"Wallace, Roberto",WR,MIA,2010,12,,,,10,6,62,,,,,,,
"Wallace, Roberto",WR,MIA,2011,2,,,,1,0,0,,,,,,,
"Wallace, Seneca",QB,SEA,2009,13,16,2,1,,,,,120,78,700,3,2,2
"Wallace, Seneca",QB,CLE,2010,8,7,9,,,,,,101,64,694,4,2,
"Wallace, Seneca",QB,CLE,2011,6,7,70,,,,,,107,55,567,2,1,2
"Walter, Kevin",WR,HOU,2009,14,4,26,,70,53,611,2,,,,,,
"Walter, Kevin",WR,HOU,2010,16,,,,80,51,621,5,,,,,,
"Walter, Kevin",WR,HOU,2011,15,,,,59,39,474,3,,,,,,
"Walters, Bryan",WR,SDC,2011,4,,,,4,3,27,,,,,,,
"Ward, Derrick",RB,TB,2009,14,114,409,1,24,20,150,2,,,,,,
"Ward, Derrick",RB,HOU,2010,16,50,315,4,11,7,61,,,,,,,
"Ward, Derrick",RB,HOU,2011,12,45,154,2,1,0,0,,,,,,,
"Ward, Hines",WR,PIT,2009,16,,,,136,95,1167,6,,,,,1,
"Ward, Hines",WR,PIT,2010,16,1,-2,,93,59,755,5,,,,,,1
"Ward, Hines",WR,PIT,2011,15,,,,63,46,381,2,,,,,1,
"Ware, D.J.",RB,NYG,2010,14,20,73,,9,7,67,,,,,,,
"Ware, Danny",RB,NYG,2009,8,13,73,1,4,3,15,,,,,,1,
"Ware, Danny",RB,NYG,2011,16,46,163,,37,27,170,,,,,,,
"Warner, Kurt",QB,ARI,2009,15,21,10,,,,,,513,339,3753,26,6,14
"Washington, Chauncey",RB,DAL,2009,2,,,,,,,,,,,,,
"Washington, Chauncey",RB,STL,2010,1,,,,,,,,,,,,,
"Washington, Chauncey",RB,DAL,2011,2,1,-1,,3,2,13,,,,,,,
"Washington, Kelley",WR,BAL,2009,15,1,1,,48,34,431,2,,,,,,
"Washington, Kelley",WR,SD,2010,8,,,,14,13,173,1,,,,,,
"Washington, Leon",RB,NYJ,2009,7,72,331,,26,15,131,,,,,,1,
"Washington, Leon",RB,SEA,2010,16,27,100,1,13,9,79,,,,,,,
"Washington, Leon",RB,SEA,2011,16,53,248,1,14,10,48,,,,,,,
"Washington, Nate",WR,TEN,2009,16,2,15,,95,47,569,6,,,,,,
"Washington, Nate",WR,TEN,2010,16,1,-8,,94,42,687,6,,,,,,
"Washington, Nate",WR,TEN,2011,16,2,5,1,121,74,1023,7,,,,,,
"Watkins, Todd",WR,OAK,2009,13,,,,19,8,90,,,,,,,
"Watson, Benjamin",TE,NE,2009,16,,,,41,29,404,5,,,,,,
"Watson, Benjamin",TE,CLE,2010,16,1,-1,,102,68,763,3,,,,,,
"Watson, Benjamin",TE,CLE,2011,13,,,,71,37,410,2,,,,,,
"Wayne, Reggie",WR,IND,2009,16,,,,149,100,1264,10,,,,,,1
"Wayne, Reggie",WR,IND,2010,16,,,,176,111,1355,6,,,,,,1
"Wayne, Reggie",WR,IND,2011,16,,,,132,75,960,4,,,,,,
"Weaver, Leonard",RB,PHI,2009,16,70,323,2,26,15,140,2,,,,,,
"Weaver, Leonard",RB,PHI,2010,1,1,,,,,,,,,,,,
"Webb, Joe",QB,MIN,2010,5,18,120,2,,,,,89,54,477,,3,
"Webb, Joe",QB,MIN,2011,11,22,154,2,,,,,63,34,376,3,1,2
"Weems, Eric",WR,ATL,2009,16,8,53,,6,6,50,2,,,,,,
"Weems, Eric",WR,ATL,2010,16,,,,6,6,61,,,,,,,
"Weems, Eric",WR,ATL,2011,16,,,,14,11,90,,,,,,,
"Welker, Wes",WR,NE,2009,14,5,36,,162,123,1348,4,,,,,,
"Welker, Wes",WR,NE,2010,15,,,,123,86,848,7,,,,,,
"Welker, Wes",WR,NEP,2011,16,4,30,,173,122,1569,9,,,,,,
"Wells, Beanie",RB,ARI,2009,16,176,793,7,16,12,143,,,,,,2,
"Wells, Beanie",RB,ARI,2010,13,116,397,2,8,5,74,,,,,,,
"Wells, Beanie",RB,ARI,2011,15,245,1047,10,14,10,52,,,,,,2,
"West, Chastin",WR,JAC,2011,12,,,,27,13,163,2,,,,,,
"Westbrook, Brian",RB,PHI,2009,8,61,274,1,34,25,181,1,,,,,,
"Westbrook, Brian",RB,SF,2010,14,77,340,4,24,16,150,1,,,,,,
"Whalen, Ryan",WR,CIN,2011,4,,,,5,4,27,,,,,,,
"White, Blair",WR,IND,2010,13,,,,57,36,355,5,,,,,,
"White, Johnny",RB,BUF,2011,11,12,38,,4,1,-3,,,,,,,
"White, LenDale",RB,TEN,2009,13,64,222,2,5,3,14,,,,,,1,
"White, Pat",QB,MIA,2009,13,21,81,,,,,,5,,,,,
"White, Roddy",WR,ATL,2009,16,1,2,,164,85,1153,11,,,,,,
"White, Roddy",WR,ATL,2010,16,1,3,,179,115,1389,10,,,,,,1
"White, Roddy",WR,ATL,2011,16,,,,179,100,1296,8,,,,,,
"Whitehurst, Charlie",QB,SEA,2010,6,20,43,1,,,,,99,57,507,2,3,
"Whitehurst, Charlie",QB,SEA,2011,3,4,13,,,,,,56,27,298,1,1,1
"Wilford, Ernest",TE,JAC,2009,15,,,,21,11,123,1,,,,,,
"Wilford, Ernest",TE,JAC,2010,2,,,,2,1,3,,,,,,,
"Williams, Cadillac",RB,STL,2011,12,87,361,1,23,14,93,,,,,,1,
"Williams, Carnell",RB,TB,2009,16,211,823,4,39,28,217,3,,,,,,
"Williams, Carnell",RB,TB,2010,16,125,437,2,64,46,355,1,,,,,,1
"Williams, D.J.",TE,GBP,2011,13,,,,4,2,13,,,,,,,
"Williams, Damian",WR,TEN,2010,16,1,5,,28,16,219,,,,,,,
"Williams, Damian",WR,TEN,2011,15,,,,94,45,592,5,,,,,,
"Williams, DeAngelo",RB,CAR,2009,13,216,1117,7,41,29,252,,,,,,3,
"Williams, DeAngelo",RB,CAR,2010,6,87,361,1,13,11,61,,,,,,,1
"Williams, DeAngelo",RB,CAR,2011,16,155,836,7,25,16,135,,,,,,,
"Williams, Demetrius",WR,BAL,2009,12,,,,17,8,142,1,,,,,,
"Williams, Demetrius",WR,CLE,2010,2,,,,2,,,,,,,,,
"Williams, Derrick",WR,DET,2009,11,1,4,,13,6,52,,,,,,,
"Williams, Derrick",WR,DET,2010,7,,,,5,3,30,,,,,,,
"Williams, Eddie",RB,SEA,2011,6,2,2,,1,1,17,,,,,,,
"Williams, Javarris",RB,KC,2009,4,6,6,,1,,,,,,,,,
"Williams, Keiland",RB,WAS,2010,15,65,261,3,58,39,309,2,,,,,,1
"Williams, Keiland",RB,DET,2011,15,58,195,2,8,8,62,,,,,,1,
"Williams, Kyle",WR,SF,2010,5,,,,1,1,8,,,,,,,
"Williams, Kyle",WR,SFO,2011,13,2,32,,31,20,241,3,,,,,,
"Williams, LaQuan",WR,BAL,2011,12,,,,12,4,46,,,,,,,
"Williams, Mike",WR,SEA,2010,14,1,,,110,65,751,2,,,,,,
"Williams, Mike",WR,TB,2010,16,,,,129,65,964,11,,,,,,2
"Williams, Mike",WR,TBB,2011,16,1,3,,124,65,771,3,,,,,2,
"Williams, Mike",WR,SEA,2011,12,,,,38,18,236,1,,,,,,
"Williams, Ricky",RB,MIA,2009,16,241,1121,11,53,35,264,2,,,,,2,1
"Williams, Ricky",RB,MIA,2010,16,159,673,2,30,19,141,1,,,,,,2
"Williams, Ricky",RB,BAL,2011,16,108,444,2,20,13,83,,,,,,2,
"Williams, Roy",WR,DAL,2009,15,,,,86,38,596,7,,,,,1,
"Williams, Roy",WR,DAL,2010,15,,,,64,37,530,5,,,,,,2
"Williams, Roy",WR,CHI,2011,15,,,,63,37,507,2,,,,,,
"Williams, Roydell",WR,WAS,2010,16,,,,18,8,109,,,,,,,
"Williams, Stephen",WR,ARI,2010,11,,,,23,9,101,,,,,,,
"Williamson, Troy",WR,JAC,2009,2,,,,4,3,34,,,,,,1,
"Willis, Matt",WR,DEN,2009,1,,,,,,,,,,,,,
"Willis, Matt",WR,DEN,2010,6,,,,2,1,17,,,,,,,
"Willis, Matthew",WR,DEN,2011,16,,,,36,18,267,1,,,,,,
"Wilson, Kris",TE,SD,2009,16,,,,7,4,28,1,,,,,,
"Wilson, Kris",TE,SD,2010,14,,,,9,6,73,,,,,,,1
"Winslow, Kellen",TE,TB,2009,16,1,7,,127,77,884,5,,,,,,
"Winslow, Kellen",TE,TB,2010,16,,,,98,66,730,5,,,,,,
"Winslow, Kellen",TE,TBB,2011,16,,,,121,75,763,2,,,,,1,
"Witten, Jason",TE,DAL,2009,16,,,,124,94,1030,2,,,,,,
"Witten, Jason",TE,DAL,2010,16,,,,128,94,1002,9,,,,,,1
"Witten, Jason",TE,DAL,2011,16,,,,117,79,942,5,,,,,,
"Wolfe, Garrett",RB,CHI,2009,8,22,120,1,3,2,12,,,,,,,
"Wolfe, Garrett",RB,CHI,2010,16,4,8,,,,,,,,,,,
"Woodhead, Danny",WR,NYJ,2009,10,15,64,,14,8,87,,,,,,,
"Woodhead, Danny",RB,NYJ,2010,15,97,547,5,44,34,379,1,,,,,,1
"Woodhead, Danny",RB,NEP,2011,15,77,351,1,31,18,157,,,,,,,
"Wright, Jason",RB,ARI,2009,16,3,17,,11,9,53,2,,,,,,
"Wright, Jason",RB,ARI,2010,15,6,28,,16,8,42,,,,,,,
"Wright, Wallace",WR,NYJ,2009,16,,,,3,2,21,,,,,,,
"Wynn, DeShawn",RB,GB,2009,4,6,19,,7,2,19,,,,,,,
"Wynn, DeShawn",RB,NO,2010,7,,,,,,,,,,,,,
"Yates, T.J.",QB,HOU,2011,6,14,57,,,,,,134,82,949,3,3,3
"Yeatman, Will",TE,MIA,2011,3,,,,1,0,0,,,,,,,
"Yoder, Todd",TE,WAS,2009,16,,,,5,4,9,3,,,,,,
"Young, Albert",RB,MIN,2009,7,12,53,,,,,,,,,,,
"Young, Albert",RB,MIN,2010,3,13,29,,2,2,11,,,,,,,
"Young, Darrel",RB,WAS,2010,16,4,19,,1,1,3,1,,,,,,
"Young, Darrel",RB,WAS,2011,13,6,33,1,20,15,146,,,,,,,
"Young, Titus",WR,DET,2011,16,2,15,,85,48,607,6,,,,,,
"Young, Vince",QB,TEN,2009,12,55,281,2,,,,,259,152,1879,10,2,7
"Young, Vince",QB,TEN,2010,9,25,125,,,,,,156,93,1255,10,3,4
"Young, Vince",QB,PHI,2011,6,18,79,,,,,,114,66,866,4,,9
"Zeigler, Dominique",WR,SF,2010,11,,,,15,9,98,,,,,,,
"Zelenka, Joe",TE,ATL,2009,5,,,,,,,,,,,,,
"Zelenka, Joe",TE,ATL,2010,16,,,,,,,,,,,,,
"Zinger, Keith",TE,ATL,2009,15,,,,1,,,,,,,,,
